Country,Sex,Age_Group,Year,Ethnic_Group,Value
Malaysia,Male, 5 - 9,1986,Total Ethnic Group,1038
Malaysia,Male, 5 - 9,1986,Bumiputera,651
Malaysia,Male, 5 - 9,1986,Chinese,284
Malaysia,Male, 5 - 9,1986,Indians,81
Malaysia,Male, 5 - 9,1986,Others,23
Malaysia,Male, 5 - 9,1987,Total Ethnic Group,1069
Malaysia,Male, 5 - 9,1987,Bumiputera,678
Malaysia,Male, 5 - 9,1987,Chinese,283
Malaysia,Male, 5 - 9,1987,Indians,83
Malaysia,Male, 5 - 9,1987,Others,25
Malaysia,Male, 5 - 9,1988,Total Ethnic Group,1106
Malaysia,Male, 5 - 9,1988,Bumiputera,711
Malaysia,Male, 5 - 9,1988,Chinese,284
Malaysia,Male, 5 - 9,1988,Indians,85
Malaysia,Male, 5 - 9,1988,Others,27
Malaysia,Male, 5 - 9,1989,Total Ethnic Group,1138
Malaysia,Male, 5 - 9,1989,Bumiputera,743
Malaysia,Male, 5 - 9,1989,Chinese,281
Malaysia,Male, 5 - 9,1989,Indians,85
Malaysia,Male, 5 - 9,1989,Others,29
Malaysia,Male, 5 - 9,1990,Total Ethnic Group,1178
Malaysia,Male, 5 - 9,1990,Bumiputera,781
Malaysia,Male, 5 - 9,1990,Chinese,282
Malaysia,Male, 5 - 9,1990,Indians,85
Malaysia,Male, 5 - 9,1990,Others,31
Malaysia,Male, 10 - 14,1980,Total Ethnic Group,876
Malaysia,Male, 10 - 14,1980,Bumiputera,496
Malaysia,Male, 10 - 14,1980,Chinese,281
Malaysia,Male, 10 - 14,1980,Indians,75
Malaysia,Male, 10 - 14,1980,Others,25
Malaysia,Male, 10 - 14,1981,Total Ethnic Group,884
Malaysia,Male, 10 - 14,1981,Bumiputera,508
Malaysia,Male, 10 - 14,1981,Chinese,276
Malaysia,Male, 10 - 14,1981,Indians,73
Malaysia,Male, 10 - 14,1981,Others,27
Malaysia,Male, 10 - 14,1982,Total Ethnic Group,895
Malaysia,Male, 10 - 14,1982,Bumiputera,523
Malaysia,Male, 10 - 14,1982,Chinese,272
Malaysia,Male, 10 - 14,1982,Indians,71
Malaysia,Male, 10 - 14,1982,Others,28
Malaysia,Male, 10 - 14,1983,Total Ethnic Group,898
Malaysia,Male, 10 - 14,1983,Bumiputera,532
Malaysia,Male, 10 - 14,1983,Chinese,268
Malaysia,Male, 10 - 14,1983,Indians,70
Malaysia,Male, 10 - 14,1983,Others,28
Malaysia,Male, 10 - 14,1984,Total Ethnic Group,910
Malaysia,Male, 10 - 14,1984,Bumiputera,546
Malaysia,Male, 10 - 14,1984,Chinese,268
Malaysia,Male, 10 - 14,1984,Indians,70
Malaysia,Male, 10 - 14,1984,Others,27
Malaysia,Male, 10 - 14,1985,Total Ethnic Group,929
Malaysia,Male, 10 - 14,1985,Bumiputera,564
Malaysia,Male, 10 - 14,1985,Chinese,268
Malaysia,Male, 10 - 14,1985,Indians,71
Malaysia,Male, 10 - 14,1985,Others,26
Malaysia,Male, 10 - 14,1986,Total Ethnic Group,937
Malaysia,Male, 10 - 14,1986,Bumiputera,572
Malaysia,Male, 10 - 14,1986,Chinese,269
Malaysia,Male, 10 - 14,1986,Indians,72
Malaysia,Male, 10 - 14,1986,Others,24
Malaysia,Male, 10 - 14,1987,Total Ethnic Group,957
Malaysia,Male, 10 - 14,1987,Bumiputera,588
Malaysia,Male, 10 - 14,1987,Chinese,273
Malaysia,Male, 10 - 14,1987,Indians,74
Malaysia,Male, 10 - 14,1987,Others,22
Malaysia,Male, 10 - 14,1988,Total Ethnic Group,969
Malaysia,Male, 10 - 14,1988,Bumiputera,599
Malaysia,Male, 10 - 14,1988,Chinese,274
Malaysia,Male, 10 - 14,1988,Indians,75
Malaysia,Male, 10 - 14,1988,Others,21
Malaysia,Male, 10 - 14,1989,Total Ethnic Group,990
Malaysia,Male, 10 - 14,1989,Bumiputera,615
Malaysia,Male, 10 - 14,1989,Chinese,277
Malaysia,Male, 10 - 14,1989,Indians,77
Malaysia,Male, 10 - 14,1989,Others,21
Malaysia,Male, 10 - 14,1990,Total Ethnic Group,1011
Malaysia,Male, 10 - 14,1990,Bumiputera,633
Malaysia,Male, 10 - 14,1990,Chinese,279
Malaysia,Male, 10 - 14,1990,Indians,78
Malaysia,Male, 10 - 14,1990,Others,21
Malaysia,Male, 15 - 19,1980,Total Ethnic Group,785
Malaysia,Male, 15 - 19,1980,Bumiputera,444
Malaysia,Male, 15 - 19,1980,Chinese,247
Malaysia,Male, 15 - 19,1980,Indians,73
Malaysia,Male, 15 - 19,1980,Others,21
Malaysia,Male, 15 - 19,1981,Total Ethnic Group,814
Malaysia,Male, 15 - 19,1981,Bumiputera,463
Malaysia,Male, 15 - 19,1981,Chinese,254
Malaysia,Male, 15 - 19,1981,Indians,74
Malaysia,Male, 15 - 19,1981,Others,23
Malaysia,Male, 15 - 19,1982,Total Ethnic Group,833
Malaysia,Male, 15 - 19,1982,Bumiputera,476
Malaysia,Male, 15 - 19,1982,Chinese,257
Malaysia,Male, 15 - 19,1982,Indians,74
Malaysia,Male, 15 - 19,1982,Others,26
Malaysia,Male, 15 - 19,1983,Total Ethnic Group,850
Malaysia,Male, 15 - 19,1983,Bumiputera,491
Malaysia,Male, 15 - 19,1983,Chinese,256
Malaysia,Male, 15 - 19,1983,Indians,74
Malaysia,Male, 15 - 19,1983,Others,29
Malaysia,Male, 15 - 19,1984,Total Ethnic Group,855
Malaysia,Male, 15 - 19,1984,Bumiputera,500
Malaysia,Male, 15 - 19,1984,Chinese,252
Malaysia,Male, 15 - 19,1984,Indians,72
Malaysia,Male, 15 - 19,1984,Others,32
Malaysia,Male, 15 - 19,1985,Total Ethnic Group,860
Malaysia,Male, 15 - 19,1985,Bumiputera,509
Malaysia,Male, 15 - 19,1985,Chinese,246
Malaysia,Male, 15 - 19,1985,Indians,70
Malaysia,Male, 15 - 19,1985,Others,34
Malaysia,Male, 15 - 19,1986,Total Ethnic Group,866
Malaysia,Male, 15 - 19,1986,Bumiputera,519
Malaysia,Male, 15 - 19,1986,Chinese,243
Malaysia,Male, 15 - 19,1986,Indians,69
Malaysia,Male, 15 - 19,1986,Others,36
Malaysia,Male, 15 - 19,1987,Total Ethnic Group,874
Malaysia,Male, 15 - 19,1987,Bumiputera,531
Malaysia,Male, 15 - 19,1987,Chinese,240
Malaysia,Male, 15 - 19,1987,Indians,68
Malaysia,Male, 15 - 19,1987,Others,35
Malaysia,Male, 15 - 19,1988,Total Ethnic Group,880
Malaysia,Male, 15 - 19,1988,Bumiputera,539
Malaysia,Male, 15 - 19,1988,Chinese,240
Malaysia,Male, 15 - 19,1988,Indians,67
Malaysia,Male, 15 - 19,1988,Others,34
Malaysia,Male, 15 - 19,1989,Total Ethnic Group,897
Malaysia,Male, 15 - 19,1989,Bumiputera,553
Malaysia,Male, 15 - 19,1989,Chinese,243
Malaysia,Male, 15 - 19,1989,Indians,68
Malaysia,Male, 15 - 19,1989,Others,32
Malaysia,Male, 15 - 19,1990,Total Ethnic Group,915
Malaysia,Male, 15 - 19,1990,Bumiputera,569
Malaysia,Male, 15 - 19,1990,Chinese,247
Malaysia,Male, 15 - 19,1990,Indians,70
Malaysia,Male, 15 - 19,1990,Others,29
Malaysia,Male, 20 - 24,1980,Total Ethnic Group,661
Malaysia,Male, 20 - 24,1980,Bumiputera,369
Malaysia,Male, 20 - 24,1980,Chinese,205
Malaysia,Male, 20 - 24,1980,Indians,65
Malaysia,Male, 20 - 24,1980,Others,23
Malaysia,Male, 20 - 24,1981,Total Ethnic Group,687
Malaysia,Male, 20 - 24,1981,Bumiputera,388
Malaysia,Male, 20 - 24,1981,Chinese,210
Malaysia,Male, 20 - 24,1981,Indians,66
Malaysia,Male, 20 - 24,1981,Others,24
Malaysia,Male, 20 - 24,1982,Total Ethnic Group,717
Malaysia,Male, 20 - 24,1982,Bumiputera,409
Malaysia,Male, 20 - 24,1982,Chinese,215
Malaysia,Male, 20 - 24,1982,Indians,68
Malaysia,Male, 20 - 24,1982,Others,25
Malaysia,Male, 20 - 24,1983,Total Ethnic Group,747
Malaysia,Male, 20 - 24,1983,Bumiputera,430
Malaysia,Male, 20 - 24,1983,Chinese,222
Malaysia,Male, 20 - 24,1983,Indians,69
Malaysia,Male, 20 - 24,1983,Others,26
Malaysia,Male, 20 - 24,1984,Total Ethnic Group,777
Malaysia,Male, 20 - 24,1984,Bumiputera,452
Malaysia,Male, 20 - 24,1984,Chinese,227
Malaysia,Male, 20 - 24,1984,Indians,70
Malaysia,Male, 20 - 24,1984,Others,28
Malaysia,Male, 20 - 24,1985,Total Ethnic Group,797
Malaysia,Male, 20 - 24,1985,Bumiputera,467
Malaysia,Male, 20 - 24,1985,Chinese,230
Malaysia,Male, 20 - 24,1985,Indians,70
Malaysia,Male, 20 - 24,1985,Others,29
Malaysia,Male, 20 - 24,1986,Total Ethnic Group,816
Malaysia,Male, 20 - 24,1986,Bumiputera,483
Malaysia,Male, 20 - 24,1986,Chinese,231
Malaysia,Male, 20 - 24,1986,Indians,70
Malaysia,Male, 20 - 24,1986,Others,32
Malaysia,Male, 20 - 24,1987,Total Ethnic Group,829
Malaysia,Male, 20 - 24,1987,Bumiputera,494
Malaysia,Male, 20 - 24,1987,Chinese,229
Malaysia,Male, 20 - 24,1987,Indians,70
Malaysia,Male, 20 - 24,1987,Others,35
Malaysia,Male, 20 - 24,1988,Total Ethnic Group,839
Malaysia,Male, 20 - 24,1988,Bumiputera,507
Malaysia,Male, 20 - 24,1988,Chinese,225
Malaysia,Male, 20 - 24,1988,Indians,69
Malaysia,Male, 20 - 24,1988,Others,39
Malaysia,Male, 20 - 24,1989,Total Ethnic Group,838
Malaysia,Male, 20 - 24,1989,Bumiputera,513
Malaysia,Male, 20 - 24,1989,Chinese,217
Malaysia,Male, 20 - 24,1989,Indians,67
Malaysia,Male, 20 - 24,1989,Others,41
Malaysia,Male, 20 - 24,1990,Total Ethnic Group,841
Malaysia,Male, 20 - 24,1990,Bumiputera,521
Malaysia,Male, 20 - 24,1990,Chinese,212
Malaysia,Male, 20 - 24,1990,Indians,66
Malaysia,Male, 20 - 24,1990,Others,42
Malaysia,Male, 25 - 29,1980,Total Ethnic Group,553
Malaysia,Male, 25 - 29,1980,Bumiputera,301
Malaysia,Male, 25 - 29,1980,Chinese,183
Malaysia,Male, 25 - 29,1980,Indians,52
Malaysia,Male, 25 - 29,1980,Others,17
Malaysia,Male, 25 - 29,1981,Total Ethnic Group,582
Malaysia,Male, 25 - 29,1981,Bumiputera,320
Malaysia,Male, 25 - 29,1981,Chinese,188
Malaysia,Male, 25 - 29,1981,Indians,55
Malaysia,Male, 25 - 29,1981,Others,18
Malaysia,Male, 25 - 29,1982,Total Ethnic Group,606
Malaysia,Male, 25 - 29,1982,Bumiputera,335
Malaysia,Male, 25 - 29,1982,Chinese,193
Malaysia,Male, 25 - 29,1982,Indians,58
Malaysia,Male, 25 - 29,1982,Others,20
Malaysia,Male, 25 - 29,1983,Total Ethnic Group,630
Malaysia,Male, 25 - 29,1983,Bumiputera,352
Malaysia,Male, 25 - 29,1983,Chinese,197
Malaysia,Male, 25 - 29,1983,Indians,59
Malaysia,Male, 25 - 29,1983,Others,22
Malaysia,Male, 25 - 29,1984,Total Ethnic Group,656
Malaysia,Male, 25 - 29,1984,Bumiputera,369
Malaysia,Male, 25 - 29,1984,Chinese,201
Malaysia,Male, 25 - 29,1984,Indians,61
Malaysia,Male, 25 - 29,1984,Others,24
Malaysia,Male, 25 - 29,1985,Total Ethnic Group,685
Malaysia,Male, 25 - 29,1985,Bumiputera,390
Malaysia,Male, 25 - 29,1985,Chinese,205
Malaysia,Male, 25 - 29,1985,Indians,63
Malaysia,Male, 25 - 29,1985,Others,27
Malaysia,Male, 25 - 29,1986,Total Ethnic Group,713
Malaysia,Male, 25 - 29,1986,Bumiputera,410
Malaysia,Male, 25 - 29,1986,Chinese,209
Malaysia,Male, 25 - 29,1986,Indians,65
Malaysia,Male, 25 - 29,1986,Others,29
Malaysia,Male, 25 - 29,1987,Total Ethnic Group,740
Malaysia,Male, 25 - 29,1987,Bumiputera,432
Malaysia,Male, 25 - 29,1987,Chinese,211
Malaysia,Male, 25 - 29,1987,Indians,66
Malaysia,Male, 25 - 29,1987,Others,31
Malaysia,Male, 25 - 29,1988,Total Ethnic Group,768
Malaysia,Male, 25 - 29,1988,Bumiputera,454
Malaysia,Male, 25 - 29,1988,Chinese,215
Malaysia,Male, 25 - 29,1988,Indians,67
Malaysia,Male, 25 - 29,1988,Others,33
Malaysia,Male, 25 - 29,1989,Total Ethnic Group,792
Malaysia,Male, 25 - 29,1989,Bumiputera,474
Malaysia,Male, 25 - 29,1989,Chinese,215
Malaysia,Male, 25 - 29,1989,Indians,68
Malaysia,Male, 25 - 29,1989,Others,35
Malaysia,Male, 25 - 29,1990,Total Ethnic Group,808
Malaysia,Male, 25 - 29,1990,Bumiputera,490
Malaysia,Male, 25 - 29,1990,Chinese,214
Malaysia,Male, 25 - 29,1990,Indians,68
Malaysia,Male, 25 - 29,1990,Others,37
Malaysia,Male, 30 - 34,1980,Total Ethnic Group,456
Malaysia,Male, 30 - 34,1980,Bumiputera,243
Malaysia,Male, 30 - 34,1980,Chinese,161
Malaysia,Male, 30 - 34,1980,Indians,40
Malaysia,Male, 30 - 34,1980,Others,13
Malaysia,Male, 30 - 34,1981,Total Ethnic Group,475
Malaysia,Male, 30 - 34,1981,Bumiputera,254
Malaysia,Male, 30 - 34,1981,Chinese,166
Malaysia,Male, 30 - 34,1981,Indians,42
Malaysia,Male, 30 - 34,1981,Others,13
Malaysia,Male, 30 - 34,1982,Total Ethnic Group,498
Malaysia,Male, 30 - 34,1982,Bumiputera,269
Malaysia,Male, 30 - 34,1982,Chinese,171
Malaysia,Male, 30 - 34,1982,Indians,45
Malaysia,Male, 30 - 34,1982,Others,14
Malaysia,Male, 30 - 34,1983,Total Ethnic Group,522
Malaysia,Male, 30 - 34,1983,Bumiputera,284
Malaysia,Male, 30 - 34,1983,Chinese,176
Malaysia,Male, 30 - 34,1983,Indians,47
Malaysia,Male, 30 - 34,1983,Others,15
Malaysia,Male, 30 - 34,1984,Total Ethnic Group,546
Malaysia,Male, 30 - 34,1984,Bumiputera,300
Malaysia,Male, 30 - 34,1984,Chinese,181
Malaysia,Male, 30 - 34,1984,Indians,49
Malaysia,Male, 30 - 34,1984,Others,17
Malaysia,Male, 30 - 34,1985,Total Ethnic Group,573
Malaysia,Male, 30 - 34,1985,Bumiputera,317
Malaysia,Male, 30 - 34,1985,Chinese,186
Malaysia,Male, 30 - 34,1985,Indians,52
Malaysia,Male, 30 - 34,1985,Others,18
Malaysia,Male, 30 - 34,1986,Total Ethnic Group,601
Malaysia,Male, 30 - 34,1986,Bumiputera,336
Malaysia,Male, 30 - 34,1986,Chinese,191
Malaysia,Male, 30 - 34,1986,Indians,54
Malaysia,Male, 30 - 34,1986,Others,20
Malaysia,Male, 30 - 34,1987,Total Ethnic Group,628
Malaysia,Male, 30 - 34,1987,Bumiputera,353
Malaysia,Male, 30 - 34,1987,Chinese,196
Malaysia,Male, 30 - 34,1987,Indians,57
Malaysia,Male, 30 - 34,1987,Others,23
Malaysia,Male, 30 - 34,1988,Total Ethnic Group,653
Malaysia,Male, 30 - 34,1988,Bumiputera,370
Malaysia,Male, 30 - 34,1988,Chinese,199
Malaysia,Male, 30 - 34,1988,Indians,59
Malaysia,Male, 30 - 34,1988,Others,25
Malaysia,Male, 30 - 34,1989,Total Ethnic Group,681
Malaysia,Male, 30 - 34,1989,Bumiputera,389
Malaysia,Male, 30 - 34,1989,Chinese,203
Malaysia,Male, 30 - 34,1989,Indians,60
Malaysia,Male, 30 - 34,1989,Others,28
Malaysia,Male, 30 - 34,1990,Total Ethnic Group,709
Malaysia,Male, 30 - 34,1990,Bumiputera,411
Malaysia,Male, 30 - 34,1990,Chinese,206
Malaysia,Male, 30 - 34,1990,Indians,62
Malaysia,Male, 30 - 34,1990,Others,31
Malaysia,Male, 35 - 39,1980,Total Ethnic Group,375
Malaysia,Male, 35 - 39,1980,Bumiputera,199
Malaysia,Male, 35 - 39,1980,Chinese,137
Malaysia,Male, 35 - 39,1980,Indians,30
Malaysia,Male, 35 - 39,1980,Others,9
Malaysia,Male, 35 - 39,1981,Total Ethnic Group,388
Malaysia,Male, 35 - 39,1981,Bumiputera,207
Malaysia,Male, 35 - 39,1981,Chinese,141
Malaysia,Male, 35 - 39,1981,Indians,31
Malaysia,Male, 35 - 39,1981,Others,9
Malaysia,Male, 35 - 39,1982,Total Ethnic Group,403
Malaysia,Male, 35 - 39,1982,Bumiputera,215
Malaysia,Male, 35 - 39,1982,Chinese,145
Malaysia,Male, 35 - 39,1982,Indians,32
Malaysia,Male, 35 - 39,1982,Others,10
Malaysia,Male, 35 - 39,1983,Total Ethnic Group,420
Malaysia,Male, 35 - 39,1983,Bumiputera,225
Malaysia,Male, 35 - 39,1983,Chinese,149
Malaysia,Male, 35 - 39,1983,Indians,34
Malaysia,Male, 35 - 39,1983,Others,11
Malaysia,Male, 35 - 39,1984,Total Ethnic Group,441
Malaysia,Male, 35 - 39,1984,Bumiputera,237
Malaysia,Male, 35 - 39,1984,Chinese,155
Malaysia,Male, 35 - 39,1984,Indians,37
Malaysia,Male, 35 - 39,1984,Others,12
Malaysia,Male, 35 - 39,1985,Total Ethnic Group,464
Malaysia,Male, 35 - 39,1985,Bumiputera,250
Malaysia,Male, 35 - 39,1985,Chinese,161
Malaysia,Male, 35 - 39,1985,Indians,39
Malaysia,Male, 35 - 39,1985,Others,13
Malaysia,Male, 35 - 39,1986,Total Ethnic Group,487
Malaysia,Male, 35 - 39,1986,Bumiputera,264
Malaysia,Male, 35 - 39,1986,Chinese,167
Malaysia,Male, 35 - 39,1986,Indians,42
Malaysia,Male, 35 - 39,1986,Others,14
Malaysia,Male, 35 - 39,1987,Total Ethnic Group,511
Malaysia,Male, 35 - 39,1987,Bumiputera,279
Malaysia,Male, 35 - 39,1987,Chinese,173
Malaysia,Male, 35 - 39,1987,Indians,44
Malaysia,Male, 35 - 39,1987,Others,15
Malaysia,Male, 35 - 39,1988,Total Ethnic Group,538
Malaysia,Male, 35 - 39,1988,Bumiputera,297
Malaysia,Male, 35 - 39,1988,Chinese,179
Malaysia,Male, 35 - 39,1988,Indians,46
Malaysia,Male, 35 - 39,1988,Others,16
Malaysia,Male, 35 - 39,1989,Total Ethnic Group,562
Malaysia,Male, 35 - 39,1989,Bumiputera,314
Malaysia,Male, 35 - 39,1989,Chinese,183
Malaysia,Male, 35 - 39,1989,Indians,48
Malaysia,Male, 35 - 39,1989,Others,18
Malaysia,Male, 35 - 39,1990,Total Ethnic Group,591
Malaysia,Male, 35 - 39,1990,Bumiputera,332
Malaysia,Male, 35 - 39,1990,Chinese,189
Malaysia,Male, 35 - 39,1990,Indians,50
Malaysia,Male, 35 - 39,1990,Others,20
Malaysia,Male, 40 - 44,1980,Total Ethnic Group,313
Malaysia,Male, 40 - 44,1980,Bumiputera,168
Malaysia,Male, 40 - 44,1980,Chinese,112
Malaysia,Male, 40 - 44,1980,Indians,26
Malaysia,Male, 40 - 44,1980,Others,7
Malaysia,Male, 40 - 44,1981,Total Ethnic Group,324
Malaysia,Male, 40 - 44,1981,Bumiputera,174
Malaysia,Male, 40 - 44,1981,Chinese,117
Malaysia,Male, 40 - 44,1981,Indians,26
Malaysia,Male, 40 - 44,1981,Others,8
Malaysia,Male, 40 - 44,1982,Total Ethnic Group,335
Malaysia,Male, 40 - 44,1982,Bumiputera,179
Malaysia,Male, 40 - 44,1982,Chinese,122
Malaysia,Male, 40 - 44,1982,Indians,26
Malaysia,Male, 40 - 44,1982,Others,8
Malaysia,Male, 40 - 44,1983,Total Ethnic Group,347
Malaysia,Male, 40 - 44,1983,Bumiputera,185
Malaysia,Male, 40 - 44,1983,Chinese,126
Malaysia,Male, 40 - 44,1983,Indians,27
Malaysia,Male, 40 - 44,1983,Others,8
Malaysia,Male, 40 - 44,1984,Total Ethnic Group,358
Malaysia,Male, 40 - 44,1984,Bumiputera,191
Malaysia,Male, 40 - 44,1984,Chinese,130
Malaysia,Male, 40 - 44,1984,Indians,28
Malaysia,Male, 40 - 44,1984,Others,9
Malaysia,Male, 40 - 44,1985,Total Ethnic Group,368
Malaysia,Male, 40 - 44,1985,Bumiputera,198
Malaysia,Male, 40 - 44,1985,Chinese,133
Malaysia,Male, 40 - 44,1985,Indians,28
Malaysia,Male, 40 - 44,1985,Others,9
Malaysia,Male, 40 - 44,1986,Total Ethnic Group,383
Malaysia,Male, 40 - 44,1986,Bumiputera,207
Malaysia,Male, 40 - 44,1986,Chinese,137
Malaysia,Male, 40 - 44,1986,Indians,29
Malaysia,Male, 40 - 44,1986,Others,10
Malaysia,Male, 40 - 44,1987,Total Ethnic Group,400
Malaysia,Male, 40 - 44,1987,Bumiputera,218
Malaysia,Male, 40 - 44,1987,Chinese,141
Malaysia,Male, 40 - 44,1987,Indians,31
Malaysia,Male, 40 - 44,1987,Others,10
Malaysia,Male, 40 - 44,1988,Total Ethnic Group,418
Malaysia,Male, 40 - 44,1988,Bumiputera,228
Malaysia,Male, 40 - 44,1988,Chinese,146
Malaysia,Male, 40 - 44,1988,Indians,33
Malaysia,Male, 40 - 44,1988,Others,11
Malaysia,Male, 40 - 44,1989,Total Ethnic Group,443
Malaysia,Male, 40 - 44,1989,Bumiputera,242
Malaysia,Male, 40 - 44,1989,Chinese,154
Malaysia,Male, 40 - 44,1989,Indians,36
Malaysia,Male, 40 - 44,1989,Others,12
Malaysia,Male, 40 - 44,1990,Total Ethnic Group,470
Malaysia,Male, 40 - 44,1990,Bumiputera,257
Malaysia,Male, 40 - 44,1990,Chinese,161
Malaysia,Male, 40 - 44,1990,Indians,38
Malaysia,Male, 40 - 44,1990,Others,13
Malaysia,Male, 45 - 49,1980,Total Ethnic Group,259
Malaysia,Male, 45 - 49,1980,Bumiputera,144
Malaysia,Male, 45 - 49,1980,Chinese,87
Malaysia,Male, 45 - 49,1980,Indians,23
Malaysia,Male, 45 - 49,1980,Others,5
Malaysia,Male, 45 - 49,1981,Total Ethnic Group,268
Malaysia,Male, 45 - 49,1981,Bumiputera,148
Malaysia,Male, 45 - 49,1981,Chinese,91
Malaysia,Male, 45 - 49,1981,Indians,24
Malaysia,Male, 45 - 49,1981,Others,5
Malaysia,Male, 45 - 49,1982,Total Ethnic Group,278
Malaysia,Male, 45 - 49,1982,Bumiputera,153
Malaysia,Male, 45 - 49,1982,Chinese,96
Malaysia,Male, 45 - 49,1982,Indians,24
Malaysia,Male, 45 - 49,1982,Others,6
Malaysia,Male, 45 - 49,1983,Total Ethnic Group,288
Malaysia,Male, 45 - 49,1983,Bumiputera,157
Malaysia,Male, 45 - 49,1983,Chinese,101
Malaysia,Male, 45 - 49,1983,Indians,24
Malaysia,Male, 45 - 49,1983,Others,6
Malaysia,Male, 45 - 49,1984,Total Ethnic Group,298
Malaysia,Male, 45 - 49,1984,Bumiputera,162
Malaysia,Male, 45 - 49,1984,Chinese,105
Malaysia,Male, 45 - 49,1984,Indians,24
Malaysia,Male, 45 - 49,1984,Others,6
Malaysia,Male, 45 - 49,1985,Total Ethnic Group,309
Malaysia,Male, 45 - 49,1985,Bumiputera,167
Malaysia,Male, 45 - 49,1985,Chinese,110
Malaysia,Male, 45 - 49,1985,Indians,24
Malaysia,Male, 45 - 49,1985,Others,7
Malaysia,Male, 45 - 49,1986,Total Ethnic Group,320
Malaysia,Male, 45 - 49,1986,Bumiputera,173
Malaysia,Male, 45 - 49,1986,Chinese,115
Malaysia,Male, 45 - 49,1986,Indians,25
Malaysia,Male, 45 - 49,1986,Others,8
Malaysia,Male, 45 - 49,1987,Total Ethnic Group,329
Malaysia,Male, 45 - 49,1987,Bumiputera,178
Malaysia,Male, 45 - 49,1987,Chinese,119
Malaysia,Male, 45 - 49,1987,Indians,25
Malaysia,Male, 45 - 49,1987,Others,8
Malaysia,Male, 45 - 49,1988,Total Ethnic Group,341
Malaysia,Male, 45 - 49,1988,Bumiputera,184
Malaysia,Male, 45 - 49,1988,Chinese,123
Malaysia,Male, 45 - 49,1988,Indians,26
Malaysia,Male, 45 - 49,1988,Others,8
Malaysia,Male, 45 - 49,1989,Total Ethnic Group,350
Malaysia,Male, 45 - 49,1989,Bumiputera,189
Malaysia,Male, 45 - 49,1989,Chinese,126
Malaysia,Male, 45 - 49,1989,Indians,26
Malaysia,Male, 45 - 49,1989,Others,9
Malaysia,Male, 45 - 49,1990,Total Ethnic Group,359
Malaysia,Male, 45 - 49,1990,Bumiputera,196
Malaysia,Male, 45 - 49,1990,Chinese,128
Malaysia,Male, 45 - 49,1990,Indians,26
Malaysia,Male, 45 - 49,1990,Others,9
Malaysia,Male, 50 - 54,1980,Total Ethnic Group,211
Malaysia,Male, 50 - 54,1980,Bumiputera,122
Malaysia,Male, 50 - 54,1980,Chinese,64
Malaysia,Male, 50 - 54,1980,Indians,21
Malaysia,Male, 50 - 54,1980,Others,4
Malaysia,Male, 50 - 54,1981,Total Ethnic Group,217
Malaysia,Male, 50 - 54,1981,Bumiputera,125
Malaysia,Male, 50 - 54,1981,Chinese,67
Malaysia,Male, 50 - 54,1981,Indians,21
Malaysia,Male, 50 - 54,1981,Others,4
Malaysia,Male, 50 - 54,1982,Total Ethnic Group,224
Malaysia,Male, 50 - 54,1982,Bumiputera,128
Malaysia,Male, 50 - 54,1982,Chinese,71
Malaysia,Male, 50 - 54,1982,Indians,21
Malaysia,Male, 50 - 54,1982,Others,4
Malaysia,Male, 50 - 54,1983,Total Ethnic Group,232
Malaysia,Male, 50 - 54,1983,Bumiputera,131
Malaysia,Male, 50 - 54,1983,Chinese,75
Malaysia,Male, 50 - 54,1983,Indians,22
Malaysia,Male, 50 - 54,1983,Others,4
Malaysia,Male, 50 - 54,1984,Total Ethnic Group,240
Malaysia,Male, 50 - 54,1984,Bumiputera,135
Malaysia,Male, 50 - 54,1984,Chinese,79
Malaysia,Male, 50 - 54,1984,Indians,22
Malaysia,Male, 50 - 54,1984,Others,5
Malaysia,Male, 50 - 54,1985,Total Ethnic Group,249
Malaysia,Male, 50 - 54,1985,Bumiputera,139
Malaysia,Male, 50 - 54,1985,Chinese,83
Malaysia,Male, 50 - 54,1985,Indians,22
Malaysia,Male, 50 - 54,1985,Others,5
Malaysia,Male, 50 - 54,1986,Total Ethnic Group,258
Malaysia,Male, 50 - 54,1986,Bumiputera,144
Malaysia,Male, 50 - 54,1986,Chinese,88
Malaysia,Male, 50 - 54,1986,Indians,22
Malaysia,Male, 50 - 54,1986,Others,5
Malaysia,Male, 50 - 54,1987,Total Ethnic Group,269
Malaysia,Male, 50 - 54,1987,Bumiputera,149
Malaysia,Male, 50 - 54,1987,Chinese,93
Malaysia,Male, 50 - 54,1987,Indians,22
Malaysia,Male, 50 - 54,1987,Others,5
Malaysia,Male, 50 - 54,1988,Total Ethnic Group,279
Malaysia,Male, 50 - 54,1988,Bumiputera,154
Malaysia,Male, 50 - 54,1988,Chinese,97
Malaysia,Male, 50 - 54,1988,Indians,22
Malaysia,Male, 50 - 54,1988,Others,6
Malaysia,Male, 50 - 54,1989,Total Ethnic Group,289
Malaysia,Male, 50 - 54,1989,Bumiputera,159
Malaysia,Male, 50 - 54,1989,Chinese,102
Malaysia,Male, 50 - 54,1989,Indians,22
Malaysia,Male, 50 - 54,1989,Others,6
Malaysia,Male, 50 - 54,1990,Total Ethnic Group,300
Malaysia,Male, 50 - 54,1990,Bumiputera,165
Malaysia,Male, 50 - 54,1990,Chinese,106
Malaysia,Male, 50 - 54,1990,Indians,23
Malaysia,Male, 50 - 54,1990,Others,7
